fips,Total Households,0-10k,10-15k,15-20k,20-25k,25-30k,30-35k,35-40k,40-45k,45-50k,50-60k,60-75k,75-100k,100-125k,125-150k,150-200k,200k+
46009,24997,2215,2546,2649,2904,1802,1512,1362,1319,1186,1862,1844,1532,610,491,254,16139
46077,6143,588,629,645,548,353,316,278,299,213,317,276,194,85,32,43,3667
46097,4975,491,609,501,415,297,241,227,201,190,322,214,136,64,24,36,2991
46029,17775,1756,2086,1842,1567,1033,1010,847,960,630,1389,1002,628,385,261,118,11071
46057,22545,2202,2548,2348,2032,1345,1270,1090,1177,800,1677,1286,812,466,273,171,14006
46039,5270,510,555,512,426,319,321,248,264,187,325,262,134,69,44,50,3158
46051,7862,796,867,639,726,506,358,399,371,249,591,325,277,83,64,75,4688
46109,9925,1070,1059,923,990,625,486,511,417,309,1381,625,453,204,145,159,5934
46025,4106,429,447,375,325,253,243,176,172,114,241,172,109,36,12,18,2440
46037,7751,868,889,806,692,470,417,378,293,270,1121,552,295,157,147,113,4651
46091,5132,593,580,523,485,308,302,236,195,171,876,407,213,148,90,69,3078
46115,6040,541,701,491,565,382,356,282,258,188,346,204,195,88,44,34,3593
46035,14565,1586,1670,1422,1422,884,684,699,574,545,987,800,659,162,110,132,9019
46061,16379,1838,1918,1617,1547,954,824,753,594,653,1120,905,691,176,118,134,10113
46005,14299,1574,1356,1563,1278,790,702,572,688,433,739,777,499,130,102,89,8521
46073,3655,405,369,312,239,223,203,175,193,96,188,115,100,33,21,18,2135
46023,7499,912,812,680,606,509,394,300,280,215,1073,464,252,135,117,157,4383
46043,7017,732,722,671,593,453,329,335,273,192,364,316,223,40,23,37,4122
46111,13286,1474,1255,1467,1248,716,604,561,635,424,688,703,519,119,99,98,7946
46053,3690,434,409,355,294,191,146,130,132,64,252,128,104,25,29,24,2081
46015,5437,546,589,525,417,363,364,268,196,184,450,260,148,57,58,37,3215
46017,4937,601,500,493,341,291,332,256,221,175,730,410,148,73,93,48,2975
46003,7796,793,785,776,611,483,400,377,352,240,368,340,219,69,37,49,4591
46049,3238,312,304,321,329,201,181,124,136,100,151,124,137,35,11,14,1920
46069,1774,186,186,138,182,135,104,74,81,72,130,63,88,23,10,16,1076
46059,7036,709,777,620,541,430,447,296,314,202,361,237,208,96,61,28,4185
46085,3561,391,419,402,321,233,184,198,181,147,603,318,200,78,96,76,2282
46013,24733,2460,2749,2739,2270,1582,1306,1047,1275,871,1949,1585,1006,448,168,235,15313
46129,5047,562,514,564,393,336,243,191,196,145,521,335,161,113,59,53,2989
46045,4523,505,491,407,382,272,251,169,197,151,253,193,135,40,32,20,2683
46089,3524,482,379,274,251,180,181,127,114,103,158,74,68,21,14,10,1992
46021,2898,372,315,230,225,154,155,108,95,79,131,83,76,26,17,7,1653
46041,5334,666,623,632,474,367,305,231,216,169,1900,752,337,236,248,159,3289
46107,2222,220,195,217,219,135,98,107,101,62,82,90,78,23,14,14,1303
46119,11708,1081,1264,1415,1178,758,762,597,632,562,1090,956,672,261,205,203,7614
46065,12197,1156,1307,1575,1186,768,778,582,647,559,1363,1117,683,318,238,225,7909
46071,3240,337,390,365,358,241,206,162,120,97,1021,457,171,77,148,122,1996
46095,1895,193,191,212,166,128,108,110,79,41,596,307,162,85,92,40,1123
46121,854,125,123,157,156,169,56,84,50,35,1912,645,345,214,298,175,610
46123,6145,774,699,558,505,264,313,258,257,143,496,267,190,46,118,56,3577
46075,1432,150,151,141,89,97,81,77,48,28,80,57,34,15,23,5,828
46117,2595,271,277,267,242,193,139,153,115,108,283,215,128,44,44,35,1641
46055,1599,157,162,121,152,133,90,95,45,52,90,72,46,19,16,27,954
46007,1356,240,132,150,160,105,95,66,35,55,790,347,143,70,138,86,854
46063,1451,201,159,113,89,87,70,37,75,41,61,55,23,9,9,1,841
46105,3357,402,317,301,245,208,175,113,173,83,231,166,76,24,45,22,1940
46031,1993,337,267,182,140,128,94,83,73,64,796,223,162,88,104,75,1191
46137,806,115,123,47,49,47,33,30,45,26,282,112,41,24,30,31,473
46093,57351,5120,5838,6246,6182,4250,3359,3173,3271,2614,5651,4172,3339,1567,1298,1495,36566
46103,50397,4442,5283,5475,5465,3931,2919,2695,2905,2393,5084,3739,2909,1558,1227,1428,32182
46113,1640,312,309,240,283,194,153,127,102,69,2559,795,356,225,294,190,1158
46019,14939,1608,1808,1449,1193,919,688,711,577,531,765,627,483,251,156,281,8844
46033,9344,895,1100,934,886,611,483,387,440,345,725,589,351,180,176,104,5712
46047,5454,529,597,508,535,333,301,237,228,157,407,316,181,89,113,69,3236
46081,20177,2124,2307,2019,1652,1190,955,1041,936,694,1240,967,678,291,211,305,12173
38077,13823,1485,1490,1468,1225,926,689,716,732,614,985,954,612,289,115,101,8740
38017,72250,6495,7734,8047,7062,5108,4216,3498,3566,2869,5059,5143,3567,1624,1185,1061,45514
38097,6424,615,714,717,603,429,332,309,330,259,479,419,306,121,50,81,4034
38081,6343,570,707,649,541,423,368,314,291,214,401,353,218,99,50,39,3872
38091,6227,587,664,638,589,414,327,282,294,229,357,358,212,80,57,51,3780
38003,11221,1199,1170,1232,947,671,600,503,450,381,676,642,358,135,100,84,6775
38073,5777,519,678,599,544,281,354,302,311,211,391,363,260,70,59,39,3612
38999,10588,1187,1068,964,799,666,544,461,457,363,475,383,267,110,51,64,6175
38045,6360,671,696,624,524,422,352,275,215,205,352,299,164,94,32,35,3796
38021,6601,710,733,645,502,422,364,295,247,220,370,302,138,102,44,43,3930
38039,3393,353,366,312,291,248,171,128,128,131,149,150,85,37,27,8,1993
38019,28076,2778,2972,2864,2626,1873,1567,1218,1299,850,1720,1821,1244,587,498,399,17164
38035,30491,3032,3221,3203,3271,2192,1725,1549,1543,1423,2254,2115,1690,735,469,684,19423
38099,10080,1075,1029,1061,875,603,595,469,538,389,577,562,296,212,111,295,5961
38063,3497,323,374,316,300,224,176,141,164,98,154,125,97,41,13,7,2014
38067,6370,609,712,681,648,424,383,314,279,238,474,408,282,125,108,122,3971
38071,10724,1161,1119,1143,878,668,503,586,522,472,758,632,348,205,129,121,6573
38009,11112,1174,1161,1144,1070,735,627,524,534,356,1286,752,424,276,163,298,6588
38079,3430,566,576,398,537,336,282,180,213,116,3171,992,457,246,338,266,2236
38069,9331,1048,912,841,765,551,469,485,375,254,520,415,215,102,83,47,5447
38095,4118,455,462,410,314,213,259,203,195,144,408,251,142,52,81,39,2492
38005,10102,1121,1142,1020,839,599,508,518,430,262,1331,645,331,213,148,95,6004
38083,4888,612,522,411,360,242,217,222,226,102,228,180,132,43,27,10,2828
38103,8133,879,859,831,666,461,432,360,355,237,474,397,233,114,70,35,4862
38027,4769,500,505,508,408,310,275,174,198,161,332,236,137,93,49,25,2870
38031,4304,458,453,464,363,292,250,144,172,155,242,215,126,70,35,20,2605
38049,8954,981,872,810,759,551,438,431,311,246,398,348,196,91,47,43,5162
38093,18587,1895,1948,2044,1567,1252,916,811,825,683,1007,1039,646,239,133,109,11267
38051,3481,467,309,284,229,230,177,125,148,106,129,96,53,33,23,24,1988
38043,3616,429,374,331,270,202,180,149,118,75,141,114,82,34,16,21,2070
38047,3250,374,323,314,210,197,188,142,123,95,153,104,65,28,21,20,1897
38015,42152,3782,4799,4949,4795,2968,2297,2028,2056,1614,3547,3576,2840,1081,693,479,27812
38029,16525,1750,1859,1774,1714,1010,871,810,805,746,1402,1277,917,312,198,224,10628
38037,5736,677,558,554,484,287,291,215,214,116,280,210,125,35,29,50,3293
38059,16064,1732,1857,1672,1440,986,784,822,787,638,1243,1050,639,315,192,134,10073
38057,7301,753,802,1046,740,432,343,257,296,196,592,646,417,145,123,48,4625
38065,19693,2066,2302,2351,1912,1246,923,947,940,771,1581,1534,1004,425,283,166,12640
38085,528,98,95,89,119,70,49,37,17,17,844,207,116,101,117,81,349
38055,7904,901,836,824,729,497,402,392,303,255,774,493,378,118,168,75,4783
38001,3505,421,303,320,249,204,224,154,143,120,136,99,73,40,16,25,2038
38041,2788,355,222,264,212,145,171,123,111,113,94,90,62,26,18,21,1619
38025,16482,1952,1682,1632,1330,1008,933,735,700,556,1149,932,548,283,184,185,9865
38089,17773,2108,1749,1734,1414,1066,1010,798,726,628,915,929,563,263,151,182,10593
38087,3513,356,383,319,273,209,197,171,150,134,184,118,98,28,15,33,2073
38033,1567,187,151,159,113,90,97,47,76,73,66,65,35,19,10,2,929
38053,15390,1552,1609,1655,1419,1018,884,783,663,492,1737,1000,595,303,364,256,9292
38007,2348,241,247,267,172,137,118,96,111,67,122,120,56,29,22,27,1390
38011,2957,297,315,275,227,166,167,139,144,108,144,95,88,21,5,27,1749
38101,28428,2750,3052,2809,2612,1987,1660,1380,1253,1305,1869,1426,1132,484,442,508,17063
38061,5932,678,594,585,557,434,356,297,211,155,976,407,221,112,208,117,3492
38013,4684,543,449,476,360,302,235,188,133,121,182,190,104,53,17,15,2682
38075,3729,353,380,336,286,263,223,172,171,105,200,171,98,35,23,19,2194
38023,2407,290,226,215,225,109,98,116,112,80,85,76,71,32,11,12,1389
38105,13180,1249,1383,1395,1185,811,676,686,587,395,918,739,470,207,221,172,7928
30095,5174,522,519,628,518,322,324,212,276,255,372,364,259,113,64,62,3288
30111,79027,7379,9173,8904,7932,5289,4603,4028,3851,3148,5956,5451,4155,2209,1664,2524,49995
30087,3850,318,506,569,412,338,220,198,204,113,1166,561,295,210,175,139,2540
30009,12389,1284,1418,1196,1230,672,723,526,605,514,820,595,678,222,118,97,7689
30103,667,60,70,71,48,31,60,26,22,19,23,26,15,13,15,10,390
30097,2354,201,261,215,221,155,127,140,106,79,125,94,82,38,33,35,1418
30003,3291,419,497,368,525,326,258,116,165,75,1881,403,332,245,258,271,2058
30067,11295,1158,1196,1122,823,675,641,517,586,381,568,503,321,139,182,150,6643
30027,8160,840,789,839,689,509,468,352,320,257,388,370,277,122,80,42,4832
30107,1473,178,127,138,133,74,86,49,47,42,43,48,32,13,14,4,819
30037,600,75,56,67,37,26,30,24,32,18,30,19,17,9,3,4,347
30059,1396,165,130,112,108,70,90,70,55,46,55,48,36,14,11,17,793
30065,3201,326,318,300,326,133,178,133,113,80,136,102,94,26,23,26,1825
30033,932,142,110,61,69,49,47,25,30,53,35,22,11,7,3,0,536
30075,1091,112,105,105,96,63,44,59,46,34,50,51,17,7,6,9,637
30069,372,51,34,27,27,18,28,10,13,5,10,14,4,5,0,2,214
30085,3481,465,446,356,415,327,234,174,133,111,1814,598,401,260,298,209,2154
30091,2982,271,278,251,277,193,179,160,127,70,161,103,81,55,61,40,1713
30055,1163,131,124,99,91,64,44,63,51,35,61,42,19,3,9,11,664
30083,6493,694,712,605,599,363,387,324,259,259,405,299,195,78,75,103,3880
30019,1520,167,152,139,116,94,74,77,54,30,55,51,42,22,10,19,872
30105,4659,470,471,535,406,275,250,231,220,144,412,315,169,98,96,100,2797
30021,6047,708,655,573,539,271,329,253,272,222,335,233,254,46,53,30,3588
30071,2908,312,397,299,240,150,153,128,109,84,352,187,97,48,67,20,1727
30017,7922,816,864,867,657,517,341,380,305,240,391,434,188,170,69,83,4684
30011,953,111,104,88,70,41,52,37,38,26,46,21,26,7,12,3,541
30025,1888,192,202,224,159,100,82,72,86,73,96,97,53,11,14,12,1121
30079,958,81,106,84,89,57,42,47,29,15,30,28,27,8,2,6,531
30109,712,92,82,59,68,48,38,22,16,25,41,25,21,7,4,4,424
30013,51003,5049,5671,5218,4800,3147,2892,2613,2533,2187,3840,3081,2051,1104,1112,1066,31109
30049,24851,2409,2745,2733,2386,1715,1481,1104,1155,792,1870,1738,1203,539,491,365,15547
30035,2989,471,438,379,408,225,270,189,174,153,2374,702,422,181,426,237,2032
30073,3755,425,405,447,346,197,252,127,177,143,461,248,161,98,106,45,2283
30099,4173,425,417,432,364,265,195,189,184,121,235,198,135,66,33,42,2448
30015,3365,311,320,322,272,244,177,153,184,119,140,138,96,41,38,31,1997
30101,3305,306,382,389,240,180,141,170,149,84,192,177,71,25,55,31,1951
30045,1641,187,158,133,122,71,102,93,67,53,58,39,27,19,14,10,942
30041,9400,1016,1095,1100,803,589,527,476,367,329,1388,773,343,235,255,218,5700
30051,1305,132,131,159,107,73,54,59,61,38,70,68,32,20,8,9,778
30005,2902,335,333,355,309,242,170,144,115,79,1076,341,213,159,162,96,1753
30043,8926,751,1010,1113,876,585,515,457,467,342,727,738,475,169,177,115,5713
30007,4617,383,476,447,365,346,321,226,222,153,303,201,137,46,67,47,2755
30093,25526,2573,3071,2684,2234,1583,1342,1076,908,843,1653,1345,913,408,389,516,15272
30057,6996,721,733,683,597,432,356,377,263,232,350,318,211,84,92,94,4125
30023,6813,802,684,747,624,288,276,304,271,213,349,270,165,36,106,59,3975
30077,4130,373,438,287,367,252,216,216,248,112,191,125,110,68,33,38,2366
30031,30951,2643,3196,3408,2938,2302,1845,1695,1569,975,2100,1845,1627,813,493,581,19423
30001,6017,721,691,727,473,379,241,229,201,232,342,341,183,125,99,91,3584
30063,52444,5254,5677,5864,4941,3498,2991,2371,2262,1590,3672,3405,2549,1265,1091,993,32315
30061,3023,342,346,296,236,186,160,124,120,111,170,118,75,43,41,41,1774
30047,14921,1748,1803,1635,1513,956,821,868,646,578,2996,1185,749,423,660,610,9136
30089,7962,942,899,707,691,546,424,341,290,254,847,428,243,141,184,159,4682
30081,23877,2180,2320,2460,2057,1883,1289,1169,1175,746,1269,1213,752,490,292,280,14472
30039,1740,174,170,168,136,136,83,55,90,45,81,49,52,31,15,16,1013
30029,49297,4539,5073,5126,4730,3303,2647,2441,2611,1613,2860,2795,2157,853,703,695,30407
30053,13240,1574,1399,1209,1017,797,708,515,460,330,604,507,377,129,173,96,7567
17097,318332,21216,31765,43066,50364,39207,27899,29821,35222,35108,28249,45076,39149,37800,19392,41350,255696
17031,1822126,182424,223570,272762,299186,232001,171998,161076,169740,570864,239860,293123,209362,259342,141579,356842,1303603
17043,480300,31803,49632,65163,80273,59588,44461,43521,42585,42080,43644,79531,62378,54081,27919,60482,367151
17089,209321,13244,21709,28804,36088,26215,18152,18195,19045,18471,19290,28274,29082,25809,12153,28273,164331
17111,143833,8349,14041,19791,23235,16620,10866,11210,12118,6546,11298,18354,19335,13745,6560,10664,115981
17007,88755,6544,9837,12053,12411,8307,5902,5422,5602,5480,7636,9656,8650,5809,2482,5398,62252
17037,62855,5314,7056,8504,8820,5548,3963,3448,3200,3887,5142,7143,6514,3842,2002,3237,43597
17141,66848,5895,7627,8422,8405,5645,4008,3965,3564,6683,5440,6177,5344,3656,1691,3633,43895
17034,24714,1349,2285,2809,3580,3327,2278,2487,2901,1467,1940,3358,2977,2744,1562,2116,21472
17197,219226,14637,22980,32504,37585,25742,17513,15505,14173,24508,20194,28993,29350,21096,10903,16632,166279
17063,29159,2136,3124,3862,4021,2700,1994,1514,1499,1142,2305,2975,3056,1732,804,893,20352
17199,82439,9964,9093,8655,8186,5153,4284,3563,3599,7716,5706,5693,4595,2381,1710,2274,50307
17105,42750,3563,5026,5365,4805,2935,2302,2029,2105,1844,3016,3457,2755,1152,615,794,27487
17931,30869,2156,3155,3708,4170,3011,1996,1943,1551,1460,2212,2785,2885,1897,728,1353,20871
17003,15897,1644,1765,1933,1778,1079,997,882,816,1930,1596,1442,1160,630,593,492,10390
17030,4321,192,351,427,668,614,426,409,382,126,317,438,492,480,291,299,3597
17099,72871,5784,8976,9231,8702,4969,3775,3438,3297,2758,5218,6139,4927,2318,950,2197,46414
17093,23578,1464,2501,3836,4252,2325,1758,1543,1445,1447,2155,3316,3445,1987,1113,1650,17893
17103,59769,4951,7181,7257,6954,4321,3622,3255,3224,2942,4601,4770,3832,2579,1135,3337,37940
17091,48932,4005,6156,6446,6530,3977,3064,2611,2544,7089,4939,4884,4375,2438,1450,1955,32707
17053,17743,1419,2088,2060,1982,1241,1010,889,860,720,1343,1226,1107,513,190,299,11352
17075,31792,2799,3776,3577,3420,2347,1668,1700,1510,2122,2427,2360,1816,972,462,694,20138
17183,48722,4837,5435,5318,4973,3371,2785,2422,2029,4607,3904,3529,2525,1208,792,910,30053
17113,85502,7070,9109,11220,10750,7754,5749,4743,4521,6529,6584,8803,7253,4550,2484,2579,58952
17019,83155,8568,9504,10303,9423,5930,4924,4197,4280,9009,7006,10073,7012,3483,2898,3021,54118
17085,23778,2152,2552,2598,2488,1573,1308,1207,1339,1018,1599,1576,1224,509,278,373,15212
17177,34142,2970,3860,4320,4088,2368,1941,1621,1816,2730,2816,2903,2461,1116,556,533,22539
17201,126005,11150,14366,16524,16262,11161,7775,7554,7197,15221,11657,12604,10914,7544,3787,7323,84874
17015,14382,1289,1540,1639,1397,1025,756,739,766,632,942,1021,752,297,131,202,9104
17195,42051,3380,4944,5207,4556,3063,2500,2268,2416,1922,3333,3362,2456,1625,669,1925,26849
17161,90305,7822,9892,11188,10652,7342,5626,4526,4558,7410,7178,7330,6130,4195,2151,4764,57509
17131,11400,996,1368,1450,1131,756,632,524,528,464,959,904,594,224,74,83,7405
17073,35427,2906,3962,4277,4129,2564,2116,1762,1567,1455,2597,2637,2332,1003,611,675,22822
17061,49223,4355,5437,5982,5105,3690,3066,2268,2565,2499,3440,3597,2665,1864,893,2040,30881
17050,12583,1324,1299,1255,1078,965,768,717,559,604,774,748,538,421,248,476,7611
17011,36993,2901,4426,4453,4315,2342,2157,1941,1870,1412,2683,2838,2404,1072,498,1312,23437
17175,10696,923,1206,1278,1209,746,554,551,460,442,779,803,657,240,114,139,6859
17123,20821,1712,2391,2357,2562,1741,955,1043,966,879,1651,1577,1449,637,182,289,13620
17203,34105,2744,3842,4650,4373,2850,1854,1577,1729,1453,2798,3417,2905,1314,671,451,23627
17155,11698,824,1422,1488,1353,742,675,635,546,480,890,976,659,311,148,283,7492
17095,41416,3612,4787,4841,4108,2830,2447,1969,1825,2438,3097,2883,1961,1028,531,880,25855
17187,38581,3580,4329,4430,3711,2572,2289,1896,1604,2493,2646,2499,1746,934,572,977,23695
17057,32461,2861,3494,3511,3268,2027,1901,1543,1397,1070,1905,1948,1539,516,320,221,20038
17109,23685,2709,2562,2311,2109,1380,1234,1251,956,1078,1511,1433,1116,436,342,309,14356
17071,17705,1608,1926,1882,1602,1241,1019,859,850,798,1070,1081,759,319,177,234,10818
17067,17809,1521,2218,1952,1642,1127,955,854,850,658,1364,1149,715,253,133,111,11117
17169,11434,1236,1269,1113,936,664,509,624,539,499,728,542,327,107,61,85,6885
17143,95625,8434,10639,11563,11890,8532,5925,5275,4875,13438,9234,9590,7821,4507,2707,2715,64376
17179,79035,6311,8861,10174,9673,6235,4675,3820,3826,3098,5953,7162,6352,2649,1441,1233,53546
17125,13603,1119,1550,1648,1428,877,816,665,578,460,1003,992,775,234,187,77,8674
17107,23067,1881,2745,2808,2671,1476,1258,1176,971,931,1745,1885,1401,607,255,200,14887
17039,14682,1155,1724,1902,1694,1104,827,817,685,554,1122,1312,1059,524,267,204,9906
17115,63381,5654,7047,7696,7277,4932,3643,3323,3101,8175,5835,5641,4569,2175,1428,1132,41779
17147,9993,870,1197,1292,1169,682,571,552,479,519,844,940,743,279,148,102,6836
17041,13130,978,1303,1565,1414,908,842,746,686,460,855,991,758,358,139,285,8250
17139,25673,2335,2795,2961,2509,1653,1523,1152,1244,1056,1747,1706,1176,534,263,245,16146
17029,49459,5261,5177,5212,4652,2867,2328,2472,2192,1918,2932,2830,2096,868,493,530,30131
17045,19777,1726,2139,2212,1889,1121,972,1180,912,599,1261,1216,782,199,196,149,12174
17173,36444,3732,3863,3751,3355,2331,2020,1921,1730,1468,2310,2248,1656,515,332,358,22658
17035,41565,3993,4725,4719,4083,2508,2220,1997,1944,1709,2798,2755,1921,723,394,436,26166
17119,160211,13764,18100,19839,18882,12275,9449,8659,8019,12388,13305,14003,11764,5852,3666,3535,106037
17117,62032,6149,6737,6990,5872,4054,3596,3261,2825,5116,4520,4472,3163,1465,880,842,38774
17013,5178,542,598,563,461,312,260,202,197,196,319,293,205,47,23,39,3125
17051,25241,2414,2866,2584,2117,1520,1393,1242,1040,820,1470,1360,846,282,167,186,15142
17083,23684,1913,2650,3053,2760,1610,1437,1226,1373,1100,1730,2005,1818,707,439,351,15932
17135,37717,3886,4092,3738,3410,2575,1901,1919,1568,1377,2207,2207,1557,619,242,272,23059
17005,21644,1911,2402,2675,2519,1591,1180,1119,923,1021,1575,1782,1664,536,340,314,14258
17149,16375,1753,1842,1813,1363,909,802,698,678,564,952,1013,515,123,117,111,9808
17163,132860,11178,15552,18731,18756,12409,8467,7491,6554,30097,16321,15097,13241,7017,5459,5032,91486
17021,30305,2663,3360,3378,2839,2209,1497,1591,1467,1071,2033,2008,1454,591,256,188,19044
17137,30915,2979,3308,3472,3037,2147,1745,1472,1584,1592,2086,2179,1664,586,350,319,19649
17171,24039,2403,2545,2649,2268,1663,1334,1082,1161,1259,1529,1584,1152,416,286,240,15010
17189,25179,2333,2799,2818,2442,1739,1317,1260,1229,1431,1738,1905,1258,520,307,338,15793
17027,49901,4424,5807,6183,5509,3563,2832,2493,2270,2680,3881,4358,3483,1304,905,748,32801
17157,23939,2201,2793,2893,2290,1541,1364,1015,1171,1216,1799,1785,1074,491,227,162,15219
17165,31983,3284,3344,3752,3260,2135,1670,1640,1292,2284,1927,2053,1563,721,610,412,20038
17133,22418,1653,2708,3063,2896,1741,1342,1200,1108,869,2035,2340,2125,843,445,278,15794
17145,14560,1538,1544,1529,1228,882,790,686,700,679,897,822,634,192,116,106,8871
17077,48736,6408,5220,4817,4547,2767,2409,1994,2012,4491,3541,3558,2768,1207,920,1097,29428
17121,34818,3554,3917,3663,3006,2260,1919,1714,1535,1805,2271,2252,1477,584,392,359,21396
17001,47299,4492,5398,5167,4365,3280,2461,2336,2002,2493,3231,2911,1921,845,605,559,29379
17009,8247,960,939,773,717,447,387,425,382,370,529,410,289,75,70,93,5035
17049,27097,2653,3063,3022,2562,1745,1505,1391,1232,1151,1793,1866,1303,454,242,312,17125
17101,13929,1447,1510,1383,1206,813,755,617,573,593,730,651,412,137,98,101,8289
17185,10589,1166,1143,1012,888,717,605,529,392,409,660,565,350,183,99,123,6442
17023,14745,1365,1703,1678,1304,880,745,785,606,523,996,874,511,252,104,80,9081
17033,17010,1698,1688,1779,1440,1222,955,709,836,632,889,871,641,270,186,160,10234
17159,17816,1860,2096,1847,1645,1126,845,693,689,655,1117,928,631,289,158,132,10833
17079,18242,1651,2143,2125,1761,1082,976,862,682,694,1183,1208,720,281,130,106,11302
17025,24731,2581,2559,2592,2213,1576,1355,1119,951,1019,1260,1378,980,320,174,167,14841
17191,30255,3272,3340,2946,2592,1943,1350,1278,1368,1063,1690,1457,924,417,221,227,18083
17047,14570,1566,1577,1431,1293,872,753,646,580,534,843,672,471,217,141,116,8762
17167,114259,9121,12555,14196,14107,9128,7325,6321,6266,10814,9566,10676,9148,4541,3138,2490,77571
17017,9365,940,1164,986,823,642,475,419,427,418,648,519,386,220,96,312,5636
17129,10513,939,1202,1370,1307,769,541,615,489,518,856,1007,854,363,146,132,7289
17081,39871,4063,4386,4076,3775,2610,2007,1967,1969,2734,2746,2480,1862,718,524,554,24496
17193,13021,1370,1355,1341,1146,758,579,609,496,389,614,540,393,154,110,92,7627
17055,35515,3979,3779,3501,3034,1985,1818,1359,1452,1055,1682,1546,1094,400,369,257,20801
17065,18543,2172,2068,1860,1477,1108,820,731,763,586,1039,848,523,240,146,143,10949
17059,12642,1663,1352,1190,1026,691,515,457,466,404,592,470,367,100,71,66,7348
17087,28231,3900,3111,2664,2610,1522,1317,1171,1135,3011,2205,2330,1802,756,747,791,16907
17181,34819,4732,3828,3251,3217,1858,1690,1433,1420,3242,2602,2595,2098,877,836,897,20825
17127,13247,1305,1691,1302,1162,807,686,540,571,674,819,859,615,216,144,118,7954
17151,23174,2317,2738,2285,2112,1476,1158,1056,867,986,1304,1350,995,367,294,167,13876
17069,5407,631,521,518,502,317,250,213,224,150,238,245,158,67,45,18,3160
17153,5330,646,631,560,528,321,243,239,194,1036,558,341,302,83,127,105,3212
29071,73747,6121,7947,8509,8255,5213,4169,4662,5188,3351,5557,5846,4920,2406,1497,1832,51150
29189,476724,37148,52124,64137,68928,51128,37938,33305,34927,101561,46237,55894,51031,33714,24367,23450,355633
29099,132460,10064,14842,17022,17551,10388,7891,7124,6901,5743,10684,13062,11943,5252,2752,2010,91373
29073,27860,2866,3031,2870,2384,1720,1336,1353,1341,1053,1610,1431,1011,404,272,295,16787
29000,25539,1638,2443,3283,3728,3000,2177,2197,1873,1267,2061,3445,3050,2123,1399,1216,20141
29187,46041,5141,4898,4819,3714,2742,2119,2159,1845,1642,2273,2236,1419,602,441,295,27282
29009,50249,5211,5276,5114,4489,3133,2734,2570,2349,1823,2734,2390,1694,1147,822,1145,30378
29221,29237,3286,3012,3150,2312,1514,1257,1427,1207,803,1395,1502,968,215,219,212,17130
29510,143744,18653,17465,19920,18348,12832,9786,7811,7838,83505,27507,19384,15608,11112,10741,9899,93983
29183,116772,7795,12532,16801,18124,11221,8074,7068,6414,7205,10192,14178,14220,6566,3774,3277,86093
29163,17086,1808,2023,1696,1550,1012,822,794,747,1001,1077,959,665,278,165,142,10269
29139,13372,1273,1423,1379,1280,744,617,738,664,495,808,727,524,180,94,108,8052
29113,37959,3316,4107,4677,4435,2787,1980,1736,2036,2114,2833,3038,2687,1045,541,479,24754
29007,35637,4220,3966,3571,3159,2136,1666,1362,1359,1942,2112,1768,1411,525,516,522,21128
29219,20317,1702,1931,2356,2528,1571,1013,1062,1246,1036,1241,1620,1554,575,325,337,13304
29027,78017,7824,8807,8639,8172,5737,4135,3593,3683,6203,6222,5861,4523,2139,1461,1327,49025
29173,22924,2263,2722,2334,2053,1617,1290,888,964,1438,1634,1329,993,407,311,267,13974
29138,6162,666,767,834,844,501,393,378,311,674,632,743,735,290,239,157,4538
29127,21921,2166,2656,2365,1889,1572,1265,792,881,1348,1640,1302,892,422,297,262,13464
29045,20836,2238,2139,2152,1776,1359,980,944,981,766,1125,969,671,400,175,174,12535
29121,17319,1841,1700,1668,1505,987,965,770,764,736,918,770,522,203,129,106,10199
29199,5812,642,599,508,433,317,353,276,214,144,206,207,152,50,66,39,3332
29111,9014,962,931,870,734,500,532,394,402,384,510,369,239,109,52,50,5332
29205,6376,649,717,556,543,375,346,290,246,217,357,219,191,84,35,23,3730
29137,36863,3707,3980,3748,3349,2430,1987,1676,1644,2233,2327,1946,1455,659,457,428,22281
29103,8482,939,787,743,700,514,476,386,275,284,327,296,184,71,36,39,4813
29001,18874,2323,1943,1801,1529,1041,958,848,626,570,760,1036,631,274,195,244,11069
29175,19784,1982,2361,1974,1713,1168,1006,845,956,1129,1261,1016,682,293,270,185,11911
29051,39208,3159,4533,4952,4970,2916,2174,1932,2296,3223,3565,3627,3359,1254,786,712,26452
29171,6207,682,607,588,444,333,280,282,291,165,180,231,107,43,22,35,3499
29197,3593,443,349,345,269,178,195,183,132,115,154,148,87,24,43,24,2088
29211,9853,1124,1021,954,722,524,462,403,441,273,373,357,145,140,57,219,5486
29115,12206,1278,1386,1115,965,698,566,541,518,414,550,482,285,99,75,68,7072
29041,13888,1466,1533,1323,1102,728,700,646,646,726,681,633,355,127,127,68,8131
29093,11804,1319,1225,1143,1082,607,576,471,407,401,526,420,347,101,130,71,6790
29123,27251,3083,2847,2817,2200,1623,1270,1222,1074,972,1300,1223,750,422,331,209,16028
29179,8086,988,839,701,649,382,415,351,317,220,396,278,205,76,146,78,4601
29186,29593,2568,3283,3472,2884,1889,1385,1496,1432,1043,1782,2018,1315,571,290,243,18330
29065,31850,3819,3301,3232,2702,1982,1508,1430,1109,1145,1818,1882,1087,566,512,415,18856
29203,39067,4433,4285,3451,3032,2134,1863,1616,1459,813,1754,1293,798,355,533,321,22025
