fips,Total Households,0-10k,10-15k,15-20k,20-25k,25-30k,30-35k,35-40k,40-45k,45-50k,50-60k,60-75k,75-100k,100-125k,125-150k,150-200k,200k+
21029,97431,8338,11199,12424,12434,8277,5799,4983,5049,6516,8281,9534,8325,3800,2148,1593,66739
21111,357887,34147,38955,43426,44459,31008,22732,20653,20182,64927,35275,33662,29982,17039,12977,12496,242591
21005,15070,1640,1824,1769,1615,1039,741,697,821,942,1376,1302,1011,340,137,86,10072
21093,58228,5860,6351,7254,6629,4302,3338,3049,2656,6472,4128,4875,3469,1812,1334,1820,36653
21123,28917,3750,2745,2793,2451,1705,1499,1234,1221,1691,1462,1413,1101,421,227,328,17168
21019,32073,3460,3539,3416,3749,2106,1603,1437,1500,1863,2102,2062,2209,968,605,735,20419
21167,15370,1532,1667,1795,1643,1011,717,685,701,916,948,1124,863,252,245,188,9655
21163,33957,3300,3715,3958,3373,2567,1999,1897,1608,3205,2818,2785,2119,1005,734,771,21969
21027,25676,3068,2744,2518,2148,1518,1281,1052,901,948,1361,1239,838,278,228,205,15195
21085,18503,2301,1766,1627,1624,1218,807,762,622,546,843,705,540,207,94,187,10696
21183,20386,2448,2102,2164,1921,1250,955,835,806,754,1107,1209,907,316,123,142,12485
21011,36966,4049,3627,3534,3748,2403,2038,1923,1642,2310,2080,1793,1919,762,729,830,22895
21017,55721,5599,6146,7022,6438,4233,3257,2973,2657,6747,4278,4914,4052,2200,1331,1504,36694
21181,20962,2369,2086,2209,2071,1268,1136,1032,949,1447,1219,1304,1181,514,294,379,12882
21065,39912,5378,3970,3486,3234,2281,1728,1649,1384,1210,1741,1511,1158,438,309,335,22942
21197,8684,1161,886,809,676,451,345,361,302,252,380,287,216,56,83,82,4969
21205,22449,3108,2498,1981,1594,1299,866,854,779,621,968,883,611,265,163,174,12965
21165,9319,1346,874,791,689,516,464,344,261,288,332,272,203,55,59,50,5253
21067,158059,15330,16966,19296,19569,12993,9649,8891,8953,19986,12543,15241,12821,8086,5146,5771,107434
21209,33773,3279,3851,4369,4233,2816,2151,1959,1615,5324,2896,3199,2815,1707,1032,1254,22837
21021,54581,5543,6346,6093,5377,3515,2761,2376,2344,3348,3763,3690,2729,1212,768,929,33987
21173,33388,3623,3630,3925,3405,2217,1777,1513,1351,2165,2239,2519,1895,764,514,411,21082
21109,32249,4434,3119,2764,2585,1851,1432,1330,1056,953,1285,1247,868,391,246,255,18435
21129,33826,5670,3292,2498,2348,1738,1240,1044,837,646,1003,841,634,192,170,155,18652
21113,38126,3419,3865,4673,4429,3359,2246,2250,2007,2591,2971,3363,2731,1524,958,839,25985
21239,15026,1354,1472,1875,2233,1097,892,903,720,1110,1122,1335,1600,669,356,479,10355
21049,54630,5180,5787,6792,6610,4590,3187,3334,3121,4800,4081,5292,4287,2367,1474,1393,37573
21187,6145,706,639,678,595,422,296,269,228,274,372,372,296,134,87,84,3845
21097,12028,1249,1289,1286,1179,846,730,611,506,622,810,878,591,387,227,166,7643
21151,55372,7451,5881,5545,4750,3374,2265,2251,1995,2787,2843,3134,2240,1004,650,651,33113
21094,18886,1891,2065,2448,2015,1260,1016,890,882,1337,1302,1734,1189,525,297,211,12270
21051,30329,4749,3245,2716,2111,1405,1014,1027,845,823,943,911,772,185,194,260,17045
21079,28116,2990,3355,3048,2425,1705,1507,1173,1187,1428,1909,1819,1129,564,330,344,17169
21203,28847,3972,2831,2537,2215,1624,1246,1207,1098,966,1161,1212,770,383,248,268,16619
21137,30337,3619,3747,3073,2311,1621,1482,1118,1105,1276,1815,1443,921,395,245,329,17939
21199,55344,7280,5489,4695,4132,3066,2506,2215,1987,1551,1846,1856,1265,497,399,396,31388
21125,39321,5150,3939,3633,3084,2178,1642,1698,1393,1003,1421,1518,1093,382,313,377,22663
21121,38453,5911,3782,3199,2827,1849,1519,1434,983,702,1138,1188,880,361,283,296,21491
21235,33491,4896,3355,2735,2605,1743,1257,1334,972,634,1109,1103,768,254,252,259,18947
21095,23300,3822,2635,1899,1438,1139,840,623,522,766,787,691,385,135,232,165,12859
21131,11209,1887,1251,949,735,432,352,319,233,182,334,360,183,48,42,47,6163
21013,21621,3645,2096,1899,1395,1046,664,563,623,597,775,583,301,168,140,158,11900
21133,19668,2877,2230,1831,1474,823,639,580,571,426,749,632,395,128,96,127,10998
21001,33245,4765,3277,2933,2214,1822,1255,1133,1315,1000,1179,1045,551,365,283,242,18804
21004,3621,633,491,209,220,158,119,61,81,60,130,52,27,5,24,21,1974
21189,4092,794,424,360,227,145,106,72,82,67,86,113,35,24,22,11,2232
21037,51651,4602,5422,6034,5974,3945,2898,2589,2687,2362,3455,4096,3807,1542,911,875,34044
21023,5542,570,561,543,553,373,248,287,248,195,283,324,256,83,41,24,3357
21015,44870,3602,4978,6337,6130,3751,2699,2618,2558,2466,3838,4946,4443,2340,1274,1345,32433
21191,7949,874,896,872,812,456,399,319,415,374,634,436,500,109,50,59,5042
21081,14113,1310,1520,1549,1339,1111,729,745,716,447,1073,990,781,292,110,173,8994
21117,111991,10097,12268,13782,13104,9087,6530,6044,6105,7275,9066,10018,8720,4468,2533,2468,76586
21161,15878,1816,1738,1608,1393,873,749,613,555,825,916,769,540,280,180,174,9293
21069,9137,1099,952,825,804,455,445,403,343,283,472,318,315,97,52,55,5315
21061,73068,8158,8244,7781,7335,5044,3672,3199,2999,4924,5153,4762,3665,1862,1313,1520,45055
21077,4561,569,522,442,401,364,196,242,142,231,332,268,241,96,63,58,2856
21201,1435,173,143,155,122,54,66,57,72,37,63,82,43,14,6,5,841
21003,37279,4368,4036,3586,3327,2456,2031,1604,1575,2289,2504,2104,1669,553,462,459,22716
21031,68526,8351,7494,6626,6249,4185,3271,2798,2960,5170,4491,3743,2701,1219,1061,1066,40833
21089,47964,5545,5133,4873,4222,2849,2358,1895,1953,1530,2352,2405,1870,762,554,380,28765
21127,25227,3313,2888,2419,2084,1288,1142,800,806,602,1044,1131,871,273,182,109,14823
21043,20835,2595,2441,2077,1445,1105,936,776,698,486,874,903,607,185,116,89,12048
21135,18781,2657,2120,1597,1372,914,637,636,646,435,754,551,420,142,77,93,10566
21063,19053,2844,2077,1608,1281,982,743,645,544,411,652,585,429,144,118,51,10751
21115,16791,2427,1715,1425,1249,927,772,480,569,412,592,596,403,149,101,75,9653
21159,15973,2698,1685,1305,1137,671,492,452,466,311,536,428,353,91,108,57,8943
21071,32150,5404,3290,2549,2190,1668,1157,970,862,790,988,1053,706,276,149,182,18194
21175,23462,3899,2199,1808,1590,1115,946,731,691,461,657,646,404,144,120,82,13033
21025,14879,2619,1546,1120,926,704,495,375,392,322,432,367,221,104,77,79,8208
21237,6730,1083,710,528,425,313,226,197,189,104,205,189,66,20,11,29,3673
21153,11925,2126,1145,872,774,443,456,380,364,231,347,273,193,57,50,55,6579
21193,22123,3649,2271,1869,1507,1065,730,754,698,671,885,770,423,182,171,141,12441
21195,69895,9225,7518,6997,5653,4010,2966,2705,2661,3464,3638,3487,2446,1144,761,906,41708
21119,24250,4016,2465,2224,1667,1160,778,758,662,635,957,869,487,215,209,143,13611
21145,41744,4412,4334,4793,4244,2941,2195,2032,1894,4265,3202,3151,2660,1240,746,795,26470
21035,33868,3540,3619,3427,3295,2395,1740,1434,1303,1399,1895,2129,1643,643,462,330,20596
21039,5357,487,509,490,426,377,349,208,269,130,237,217,146,91,36,22,3129
21007,4033,473,457,399,410,280,193,136,171,240,225,200,208,77,80,36,2514
21157,35517,3942,3901,4087,3246,2448,1625,1467,1377,1773,2125,2299,1632,827,493,454,21875
21083,26940,3307,3045,2931,2249,1555,1395,1110,1085,1874,1803,1590,1113,631,372,382,16508
21139,12457,1411,1353,1366,1050,802,590,478,425,460,676,712,429,168,83,96,7490
21105,20761,2643,2401,2173,1698,1159,987,852,831,1794,1449,1188,792,530,315,354,12551
21143,4408,512,448,487,411,290,206,181,172,169,246,316,153,115,50,56,2684
21075,5128,609,631,470,475,230,229,224,223,726,478,280,228,94,122,80,3027
21033,22540,2715,2365,2389,1880,1337,1029,1066,872,1430,1310,1370,864,336,318,292,13489
21055,10009,1158,1096,1082,797,609,456,488,303,457,633,524,367,135,80,108,5966
21213,40225,4783,4722,3998,3818,2615,1890,1746,1779,4042,3150,2486,1806,925,821,827,24309
21227,36340,4407,4158,3675,3575,2368,1698,1529,1548,3521,2621,2313,1741,848,714,829,22029
21009,33361,3876,3575,3486,2880,1925,1745,1348,1432,1944,1828,1923,1435,473,319,341,20059
21099,18979,2380,1984,1733,1597,919,959,773,752,1006,948,802,596,236,164,161,11043
21057,31748,3356,3239,3765,3371,1913,1660,1516,1335,2083,1887,2230,1737,717,517,528,19780
21169,34733,4400,3661,3558,2935,1733,1608,1343,1443,1863,1734,1784,1201,445,342,303,20534
21171,10318,1381,978,1026,860,482,386,373,411,354,397,430,195,84,40,78,5873
21141,27015,2941,3182,2923,2411,1655,1374,1239,1312,2319,2207,1836,1163,495,399,294,16683
21219,30344,3520,3393,3602,2845,1987,1593,1535,1399,5544,3122,2416,1616,994,771,561,18776
21047,51856,5809,5607,5936,5056,3707,2798,2641,2363,8309,4249,3538,2633,1774,1490,1537,31375
21221,16377,1981,1730,1665,1411,1004,794,783,723,1267,1018,1050,682,266,316,228,9941
21087,25551,3354,2442,2420,1977,1475,1266,1089,1024,1327,1214,1090,805,347,158,232,14957
21177,29714,3579,3256,2801,2347,1752,1434,1152,1177,1406,1609,1367,945,408,263,247,17447
21053,37161,4521,4131,3658,2926,2163,1928,1657,1504,2176,2179,1956,1554,522,487,380,22345
21059,61028,6110,7139,6616,6168,3973,3187,2973,2768,3470,4435,4075,3717,1310,792,673,38722
21149,5224,624,492,590,362,316,255,231,214,187,248,220,150,38,51,50,3086
21091,9739,986,1088,1218,1014,662,499,412,452,377,724,752,648,229,76,76,6350
21233,13571,1422,1514,1601,1149,891,770,549,594,947,961,963,600,253,184,164,8395
21225,10578,1108,1203,1260,963,732,508,491,460,816,827,771,500,212,122,92,6667
21107,30768,3380,3451,3161,2681,1859,1657,1354,1282,2140,1805,1624,1172,505,358,374,18623
21255,2878,285,344,268,253,197,125,190,104,193,269,135,120,52,39,35,1753
21231,15529,2309,1584,1245,1035,806,716,471,512,479,639,404,296,103,153,148,8739
21207,17563,2514,1646,1391,1098,1024,664,734,608,379,416,452,283,182,112,89,9729
21147,11869,1813,1005,990,889,587,460,314,274,161,220,251,146,30,55,68,6348
39089,133977,10296,14273,17592,17878,11640,8685,7050,7171,8483,10357,13321,12157,5867,3102,2424,92523
39049,650723,59840,72137,82416,84970,59808,44388,39224,37144,102173,59661,70792,58747,36118,27386,25473,449882
39097,44692,3455,5249,5540,5957,4037,2642,2526,2286,2581,3887,4406,4157,1996,943,804,31158
39159,91998,7708,9999,10964,11099,7788,5387,5010,5438,4891,6824,8324,7070,3722,2268,2182,63236
39041,116361,7498,11872,15532,17719,11984,8444,8249,7999,6636,9155,14040,13689,7934,4592,4192,89196
39117,100608,8923,11075,11803,10852,7006,5497,5001,4963,4759,6969,7756,5995,2405,1455,1154,64791
39083,49747,4236,5702,5341,5046,3343,2882,2630,2554,1975,3536,3232,2927,927,641,442,31677
39031,46954,4339,4934,4881,4342,3246,2486,2481,2235,1895,2894,2767,1929,772,396,448,28915
39075,57290,5145,6338,5857,5444,4054,3316,2976,2876,2305,3945,3665,2584,1109,618,620,36018
39021,63830,5069,7461,7808,7374,4929,3889,3528,3304,3367,5218,5693,4902,2046,1269,914,42779
39023,141409,12635,15763,16826,16965,11231,8523,7706,7271,12466,11344,11862,10983,5345,4046,2975,93908
39005,85384,7856,9846,9348,9063,6467,4791,4096,4304,5379,6658,6143,5134,2410,1406,1050,55279
39139,118049,10742,13440,13356,12488,8345,6426,5719,5819,7883,8646,8176,6807,2925,2025,1599,75105
39045,117299,8457,12817,15450,16333,11116,7983,6993,6054,8067,9757,12337,11330,6151,3270,2802,82878
39119,66779,6514,7195,7802,6541,4302,3629,3177,3219,3905,4387,4692,3268,1090,894,685,42031
39091,58835,5378,6493,7218,6534,4086,3403,3189,3020,3101,4439,5078,4113,1610,1008,810,38953
39109,85531,6579,9382,10643,10057,6734,5412,4568,4754,4459,6460,7843,6552,2906,1643,1275,57646
39127,45440,4964,4655,4919,4166,2797,2517,1891,2007,1783,2720,2764,1896,502,442,225,27874
39141,69225,7173,7315,7411,6932,4641,3755,3235,3332,3747,4364,4487,3707,1227,964,810,43263
39073,68596,7049,7310,7213,6640,4428,3774,3230,2944,2515,4459,4276,2996,1187,882,614,42639
39129,52151,4427,6067,6370,6691,4256,2946,2656,2506,3111,4071,4773,4298,2119,976,815,35359
39047,24166,2247,2817,2655,2375,1747,1450,1206,1174,1254,1847,1781,1346,425,422,230,15502
39099,214931,20031,24457,25910,24067,16477,12111,10455,10305,30453,19218,17552,14395,8174,5530,6419,137569
39057,145673,11795,15199,18090,19595,13815,10156,9018,8252,11768,11945,15029,13843,7234,5333,4206,102505
39163,36478,4173,4126,3336,3286,2124,2016,1576,1400,1310,2275,1765,1298,398,450,225,21900
39007,89213,7933,10145,10364,9574,6350,4869,4217,4310,4678,6409,6385,5126,2317,1299,1304,56867
39009,61601,8157,6673,6179,5375,4169,3212,2633,2607,6757,4454,4042,2963,1648,1818,1422,37556
39027,41357,3959,4516,4712,4370,2904,2342,2116,2026,2224,3014,3093,2625,852,571,518,26679
39019,47768,4735,4953,5260,4450,2918,2774,2313,2136,3033,3407,3136,2069,762,682,659,29295
39033,79167,7475,8643,8751,8057,5313,4294,3552,4077,3942,5450,5345,3960,1561,861,779,49665
39101,67043,6377,7456,7750,6891,4478,3566,2957,3241,3328,4730,4916,3485,1373,741,706,42418
39175,71935,6755,7860,7886,7518,4771,3869,3297,3596,3623,4907,4874,3730,1368,750,757,45158
39065,30369,3196,3257,3421,3063,1941,1575,1341,1378,1200,2092,2159,1552,609,303,264,19104
39063,72214,6449,7992,8693,8262,5404,4118,3635,3766,3778,5522,5725,4775,2483,1078,2082,46978
39147,59604,5118,6661,7012,6269,4021,3554,3060,2876,2955,4305,4473,3415,1343,662,1333,37687
39011,64410,5437,7030,7809,7597,4611,3948,3448,3196,3458,4738,5451,4593,1893,1076,827,42670
39149,53063,4554,5653,6759,5872,3776,3122,2873,2815,2888,3881,4660,3764,1415,818,594,35229
39173,103054,9498,11338,11766,11970,8200,6280,4908,5377,5768,7625,7984,7096,4555,2301,4134,66786
39143,82108,6933,9429,9932,9516,6140,4994,4368,4065,6890,6258,6715,5408,3024,1543,3018,52585
39123,29545,2187,3161,3649,3939,2355,1789,1428,1603,1184,2130,2556,2481,1263,499,830,19567
39095,236740,21562,26750,29931,29502,20177,15201,13051,12503,37981,23577,22946,18977,12482,8943,11906,157029
39153,399292,33459,43624,49575,51171,34468,26208,22936,22397,43945,34123,38812,35229,19049,12385,11468,276595
39043,72461,5574,8309,9454,8906,5693,4336,3778,3657,5573,5961,6681,5479,2624,1516,1575,48565
39171,39080,3349,4503,4968,4777,2861,2246,2043,2108,2184,3236,3433,2714,1551,620,1527,25592
39051,31006,2385,3472,3959,3671,2470,2067,1615,1644,1399,2476,2843,2426,1174,402,1157,20322
39069,53129,4396,6035,7250,6389,4191,3274,3002,2869,2952,4401,5185,3862,2596,863,2884,34936
39039,37102,3100,4047,4765,4658,2776,2209,1998,2107,2073,2899,3369,2766,1588,637,1583,24359
39125,35935,3034,4001,4738,4215,2680,2214,1853,2131,2044,2756,3338,2464,1537,646,1444,23536
39137,55347,4570,6714,7359,6812,4429,3012,2821,2861,3039,4776,5171,4280,2439,944,1982,37146
39085,138799,10535,15461,17446,18766,12208,8774,8095,7511,10177,11347,13401,13068,6867,3904,3918,97139
39995,19072,1699,2469,2185,2119,1285,1105,888,996,1458,1805,1435,1141,506,276,447,12088
39013,58123,6181,6172,6353,5240,3373,2729,2300,2255,2165,2976,3053,2117,634,476,391,34488
39121,25415,2791,2717,2631,2122,1288,1268,1228,1071,887,1343,1275,820,218,168,101,15113
39111,19492,2175,2077,1954,1641,1023,948,805,830,602,990,991,502,130,101,62,11459
39115,35681,3971,3633,3929,3021,2119,1892,1657,1477,1526,2105,1972,1367,398,406,218,21508
39059,42251,4306,4344,4690,3578,2458,2151,2004,1646,1590,2259,2230,1237,558,404,264,25114
39167,47154,4592,4998,5210,4647,3222,2570,2093,1896,1988,2766,2813,2124,830,631,428,29142
39157,70774,6379,7479,7644,6716,4529,4148,3740,3107,2930,4623,4269,2854,1070,686,576,43678
39067,31918,2970,3131,3537,2827,2135,1834,1382,1380,1409,1455,1807,1207,411,315,249,19113
39081,44868,4822,5124,4631,3951,2896,1912,1893,2000,3165,3158,2274,1633,719,510,505,26885
39029,106068,9799,11492,11695,10521,6639,5892,5215,4689,5354,6677,6454,5045,1931,1089,1038,65640
39093,179246,14238,20331,23583,24341,16080,11079,10429,10389,15589,15663,17685,16793,10625,5845,9485,123971
39035,690791,64945,79859,89959,94111,65129,47769,40673,43551,174354,78915,75149,66779,45070,33177,36614,481167
39055,153416,10613,16177,18907,21123,14110,10190,9649,10305,7819,11897,14937,15314,8054,4608,4252,112565
39003,100361,8936,10963,11544,11321,7574,6098,5011,6065,9165,8455,7923,6608,3203,2254,1955,67218
39133,165592,13581,17262,20104,20825,13432,10934,9817,10315,9597,12277,15597,14509,7165,4592,4062,117487
39103,174138,12868,18549,22352,24160,15777,11641,10108,10025,10153,13821,17993,17616,8726,5304,4065,125322
39155,181789,16794,20093,22165,20240,13652,10052,9241,8278,18178,14403,14084,12115,5595,3815,3170,116838
39086,10545,791,1242,1455,1240,853,721,536,469,785,827,1162,758,410,237,186,7097
39053,47742,5563,5557,4810,5298,3189,2454,2479,1965,5805,3740,2866,2924,2034,1283,2291,29406
39151,253773,21186,27986,30354,29463,19583,15242,13820,13743,19889,20188,21185,18156,8824,5523,4470,169671
39169,129305,10720,14769,14960,14895,9912,7616,6598,6704,6570,9860,10678,8994,3818,2100,1568,86107
39077,47256,3947,5329,6039,5279,3258,2826,2465,2364,2229,3736,4009,2915,1406,693,894,30985
39146,12141,1161,1308,1350,1248,832,723,577,573,816,754,756,555,346,142,555,7263
39197,12141,1161,1308,1350,1248,832,723,577,573,816,754,756,555,346,142,555,7263
39061,447714,38605,48350,56943,60719,42719,31443,29596,29561,97739,48910,48602,43794,28167,20116,18496,319926
39017,194744,15828,20403,24529,25684,17670,12995,11740,10574,14642,15089,19335,17933,10062,5597,4548,136025
39165,123601,8349,12632,15378,18204,12198,8862,8195,7948,6566,9571,12960,13811,7499,4442,3604,91742
39016,91657,7637,10024,11622,12290,8078,5986,5617,5534,12040,8051,9284,8355,4618,3280,2725,63922
39135,33432,2511,3793,4250,3759,2641,1834,1919,1569,1380,2676,3120,2301,995,338,367,22183
39015,30505,2830,3241,3561,3242,1827,1770,1465,1602,1295,2177,2265,1723,523,379,283,19580
39025,122895,9379,13097,15142,16392,10845,8235,7313,7338,5604,9502,11863,11641,6012,3575,3144,88369
39026,4734,472,426,646,454,317,296,199,232,175,269,450,275,104,33,70,3020
39071,35718,3609,4026,3755,3375,2085,1857,1709,1522,1356,2244,2109,1627,547,428,195,21866
39001,22117,2564,2567,2155,1900,1293,1133,857,771,618,1323,1122,792,284,346,162,13180
39037,57234,4528,6509,6931,6505,4018,3189,2952,3025,2359,4153,4665,3938,1463,724,537,37748
39113,322736,29004,34622,41332,41546,28672,22037,18580,17489,57665,31425,31828,28085,15632,11713,9892,219154
39107,38355,3239,4256,4723,4437,2705,2052,2095,2073,1775,2973,3339,2646,1035,531,388,25582
39079,60691,6644,6480,6148,5808,3889,3117,2673,2804,2907,3785,3459,2999,959,746,668,37063
39131,62949,6681,6711,6694,6193,3931,3149,2837,2832,2838,3741,3744,3105,1134,846,709,38544
39145,79834,10014,8555,7843,6777,4395,3804,3137,2836,2924,4075,3656,2785,939,986,526,47086
39087,59685,7031,6642,5567,5082,3393,2844,2556,2331,2387,3154,2579,1987,729,556,351,35132
39105,24414,2787,2656,2404,1976,1418,1195,1101,880,738,1232,1141,717,250,254,109,14288
39072,6116,937,583,482,481,342,235,146,237,208,253,171,147,72,52,39,3469
39161,28201,2251,3316,3169,3110,2004,1615,1424,1410,1210,2156,2073,1682,625,275,302,18145
18035,96334,9056,10229,11162,10571,7241,5359,4483,4371,6518,6533,7143,5916,2666,1849,1309,61780
18095,121274,9240,12827,14436,15600,10448,7594,6657,6629,9156,9115,10360,9539,5294,2665,2422,82052
18097,425415,37572,48067,56368,56343,40571,30074,26437,25506,88719,41392,43906,38142,26802,17397,21227,292190
18057,151744,10422,14829,19616,23754,16705,11433,10708,11761,14213,11716,16774,17993,11216,7048,7597,116765
18159,45050,3730,4872,5868,5858,3493,2960,2126,2168,2556,3504,4195,3759,1851,1030,887,30379
18059,76361,4677,7504,10232,11419,8295,5604,5018,5893,5363,5821,8596,8260,5691,3045,2919,58714
18011,71693,5774,8005,8872,9232,6648,4389,4578,4067,5510,5746,6618,6325,3334,2172,2162,50081
18023,49164,4209,5890,6013,6108,3845,2809,2663,2580,2296,3949,4363,3914,2308,975,1749,32839
18107,27627,2391,3315,3167,2874,1952,1416,1457,1487,1189,2178,2125,1685,764,356,298,18023
18053,65557,5669,7159,7507,7344,4719,4014,2937,3121,3897,4700,4679,4106,1681,1008,1070,41346
18015,76733,6370,9425,9087,8948,5950,4402,3972,4023,3590,6163,6082,5070,3323,1351,2778,49781
18157,105107,9903,12160,12036,11573,7954,5998,5412,5252,4664,7361,9680,7343,4290,2488,3648,67795
18065,59228,4959,6360,6966,6025,4281,3194,3015,2443,3088,3831,4062,3090,1671,836,634,37033
18067,58648,4775,6500,7449,7691,4780,3632,2919,2849,4217,4868,5026,5034,2422,1422,1392,39208
18063,70992,5115,7753,9858,9923,6208,4595,3915,3739,3195,5831,7733,7311,3518,2196,1051,50735
18139,35890,2551,3815,4381,4400,3349,2046,1810,2011,1349,2614,3134,2787,1642,626,451,24400
18145,79411,5624,8741,10104,10377,6941,4554,4211,4218,3007,6112,7431,6953,3630,1552,1190,54716
18133,42548,3930,4768,4761,4458,3027,2286,2081,1900,1751,3047,2955,2295,905,651,401,27100
18081,144015,10202,16151,19249,18868,12461,9010,7994,7222,6494,11378,14632,13043,6983,3174,3092,100300
18109,50339,4051,5690,6895,6227,3889,2774,2404,2509,1890,3950,5003,4273,1804,774,526,34506
