fips,Total,Cash,0-100,100-150,150-200,200-250,250-300,300-350,350-400,400-450,450-500,500-550,550-600,600-650,650-700,700-750,750-800,800-900,900-1000,1000-1250,1250-1500,1500-2000,2000+,No Cash,Median,Aggregate
36089,5449037,52700,99754,59825,866,13170,49462,44211,5016390,12856,789,1599,1593,1502,1428,2094,19629,18016,19689,5270,518,1435,19509,6732,596743,559602
36021,5075933,260277,18940,69145,3832,69388,89447,139518,4319764,8760,833,1441,1197,1240,941,1386,20255,14955,11787,6170,1669,6619,17244,11125,560644,481437
36083,11535535,945177,38823,386856,9497,148397,205310,285634,9370839,19004,1748,3570,3030,2504,2303,2427,15703,23713,23066,7351,4440,3095,24204,8844,1274631,1044517
36095,1642228,11824,13541,6683,387,9021,18778,17918,1521391,3366,239,488,534,336,279,606,11382,5313,6802,1665,155,1623,7084,2813,179463,169622
36115,4742721,61260,20507,21854,1112,7431,61556,57465,4427562,9793,635,1249,1392,1265,982,1491,13613,15490,12091,5240,401,1006,14575,4751,522517,493670
36041,182074,1660,3345,2040,27,16,433,1219,163204,445,17,63,49,49,46,103,4619,995,1783,888,11,17,634,411,19717,18205
36077,3967551,88128,11196,33431,830,30716,61724,94590,3559000,8306,583,1230,1080,920,830,1233,18682,14375,11374,4298,449,3172,13535,7869,436786,396864
36025,3972115,88629,20748,25233,833,35819,74611,102873,3529526,8356,551,1211,1014,842,883,1304,18458,15703,13744,4805,533,3910,14222,8307,437273,393579
36092,1698041,41663,6175,131497,254,3733,27633,28255,1443367,2106,136,403,370,237,313,297,812,2793,2814,979,180,591,2645,788,188974,160719
36111,14487492,887920,65859,212864,6647,358197,334840,996254,11408383,21688,2087,4971,3216,2839,3135,2670,32984,39038,29180,11714,3649,10922,31408,17027,1649636,1271001
36027,22150650,2893766,27980,697582,19327,646775,540475,1543660,15536495,26772,3581,7028,4527,3851,3911,3290,22380,40316,31081,15171,9716,14314,39936,18716,2514293,1730382
36105,5601222,657877,39853,65702,1109,185418,150245,547690,3816607,8159,907,2274,1223,1084,1240,1238,31301,25504,12827,6148,2200,10490,15258,16868,641330,425356
36029,73612513,13465051,585712,1616770,41150,1508990,1102154,3165676,51364879,103998,8196,20919,14606,13600,14731,13108,43324,128140,138589,36439,41075,24600,123910,36896,8222204,5725186
36113,2916749,23549,10294,9699,4881,8525,28597,35395,2743356,5909,388,677,841,761,622,929,10544,7281,8172,2067,839,1846,8416,3161,321223,305846
36973,26309,1,0,4,5,0,0,1400,23105,58,2,11,10,0,2,21,806,57,35,20,0,0,47,725,2968,2574
36031,2330172,23716,17964,9070,3862,11871,33670,27938,2142390,5466,330,708,761,670,587,947,14312,8697,9023,2059,761,1929,10358,3083,254902,239002
36019,4396329,80634,12703,45847,963,6275,47266,48900,4081164,9137,565,1301,1403,1152,930,1181,9974,13764,11561,3274,472,1576,13283,3004,485038,455065
36033,2278711,22883,140754,5847,357,6714,14193,20916,2016101,5418,404,695,671,709,592,946,10202,7606,10069,1745,177,1014,7826,2872,249726,224966
36011,11273569,187543,67814,75883,2362,96772,170396,220962,10283769,22696,1704,3159,3369,2697,2447,2885,13464,27884,30792,7573,1384,6201,29049,12764,1244533,1146554
36075,6294435,70712,38573,50485,1303,54645,95275,106666,5775831,13022,798,1686,1576,1548,1408,1870,13130,16184,17689,3438,679,3719,18768,5430,692681,643953
36023,3650577,43531,17843,10165,758,35185,61171,60071,3358077,7489,531,985,1126,977,816,939,7239,11020,11212,2055,408,2712,11728,4539,401066,374438
36109,13883727,487910,69109,1476954,1908,197889,329800,501883,10677315,19472,1520,3161,2638,2615,2447,2022,8668,25327,27345,5631,2295,6542,24227,7049,1552569,1189509
36045,6960058,364720,36341,70491,4008,114826,121168,216208,5888405,15772,1106,2532,1746,1862,2118,3817,18676,23896,20475,7912,2915,6826,24888,9350,765838,656910
36117,9726235,383984,24458,187431,1622,101771,119231,257255,8523074,15752,1320,3003,2663,2079,1901,2176,11801,24280,20602,4692,1446,5457,21134,9103,1082525,949739
36099,4057963,277781,13609,41736,4156,77127,50773,173672,3353611,7325,585,1209,952,854,1005,992,6044,11710,9686,3496,1554,4441,10535,5110,450773,373873
36068,911693,400107,7649,99574,469,19503,13264,54919,306733,797,79,216,110,49,201,102,487,1188,1612,868,1391,595,1194,586,103334,34218
36043,10788246,1003069,35852,175491,8518,150385,196555,421819,8640804,21311,1516,3488,2743,2336,2535,3174,13588,26820,26354,8023,4441,4632,26192,8600,1205282,963817
36069,9835155,374363,14568,138623,4500,151689,141035,325984,8542668,15992,1407,2766,2352,2237,2084,2010,15429,25449,21479,6615,2178,8133,22747,10847,1092279,951910
36107,5176717,151764,32272,56674,1038,15127,59341,66795,4713572,10602,786,1586,1798,1270,1044,1410,7837,13559,16038,3925,595,1693,14120,3871,570974,525643
36037,4256593,111002,16034,25709,4424,36529,76416,61846,3847649,8428,624,1201,1212,1045,1020,1526,10338,12121,11046,2371,1047,4358,13528,7119,467636,429022
36063,13085022,1538258,155371,101004,13098,73852,199163,251392,10584185,23678,1873,3638,3145,2982,2778,3112,11710,28565,31214,6538,6447,5178,29879,7962,1450848,1180211
36121,2825672,14987,9378,13019,458,14516,64022,36048,2613030,5699,385,834,882,737,610,1000,12613,8735,7284,2526,203,2432,11538,4736,309060,291349
36009,4417368,89921,149303,51183,4376,15822,56964,57288,3888477,9950,781,1572,1369,1190,1165,1616,15093,16645,15779,6727,1710,4954,17390,8093,484211,433849
36073,4034502,247195,20541,15029,6282,56415,30913,140605,3449087,7146,562,1146,973,860,869,1043,8721,9967,10904,1946,2196,3741,11070,7291,449001,384456
36013,7496558,208831,92793,32911,3220,251560,138636,491575,6151263,15573,1008,2978,2149,1823,2511,2333,13996,18334,21483,5092,2198,7356,19811,9124,839317,686244
36051,5111689,125927,4880,35177,1080,18906,57596,63825,4710570,9386,665,1335,1278,1227,1211,1422,15395,17368,11460,5045,439,2762,17032,7703,561690,525044
36055,68903027,12911332,319910,1760207,39224,2335325,1664818,4609701,44622186,79998,7513,19747,12719,11804,14255,9164,36909,107172,108111,38569,37423,26339,96603,33998,7764137,4971119
36123,2677293,208127,7324,13155,464,59530,40880,157397,2145269,4929,400,898,614,679,655,737,7038,6965,7637,1312,748,2563,6096,3876,300213,239206
36101,5201124,118288,48541,66527,2220,7728,83385,41387,4726611,11365,795,1348,1611,1417,1180,1760,17395,17832,16519,8243,899,1552,17664,6857,570182,527166
36015,7571346,462865,45919,91759,3932,17947,119454,60022,6655311,14718,928,1901,2191,1846,1679,1980,12133,19903,20578,6265,1879,3784,18915,5437,832122,742066
42007,10492623,973261,12348,53775,1846,14807,96142,58914,9124799,21133,2131,3604,2920,2349,2186,3228,13375,29154,22956,7387,3072,4173,29132,9931,1153268,1017687
42009,3393926,372592,6522,19651,553,1112,31901,17335,2876892,7783,666,1247,1033,853,719,1571,13595,10035,9018,4036,1256,727,10931,3898,372328,321018
42003,102170622,16390301,153044,3458959,60964,388100,1402459,1255798,77919007,156498,14966,26050,23509,19856,17820,18247,66675,207390,181481,60607,50489,36806,195038,66558,11307511,8684946
42125,11192811,693178,24006,96266,1774,37642,90639,86060,9959539,23797,2150,3413,3291,2987,2659,4034,29075,39268,28427,11423,2738,6262,30905,13278,1229341,1110870
42051,9296054,546883,24513,22670,9319,68896,52458,166736,8238004,23386,1995,3743,3029,2797,2320,3857,20594,31428,27189,5886,3443,3151,27305,6452,1024843,919508
42129,16944903,723617,36365,124464,4889,37756,167568,88164,15470716,39451,3415,5826,5575,4708,4244,6258,36706,51960,44386,15405,3574,5728,51927,12201,1856640,1726188
42019,7786959,100551,26173,38197,5745,12206,44712,50436,7387830,15801,1407,2285,2088,1991,1708,2288,17174,22927,18045,3763,1383,2801,21241,6207,856467,823650
42002,2039644,86890,1399,6672,197,2699,11606,20905,1887374,2992,165,352,420,493,559,421,1875,3991,3565,857,277,551,3876,1508,225251,210229
42033,8078565,1342403,14367,342840,5355,52341,44906,110424,6044352,14927,1206,2270,2130,1562,1619,2482,19304,18192,16839,9582,4973,3846,17531,5114,893124,674162
42059,1292448,10989,2268,5319,142,3000,4727,7028,1222746,3758,336,488,430,483,310,796,9469,5386,4545,1478,146,699,6001,1904,140513,136527
42111,3766837,52589,3372,40997,4005,3448,9123,14737,3559170,10480,953,1532,1488,1171,963,2020,13137,14365,10968,4345,934,938,13026,3076,411677,397379
42057,748358,25358,229,2022,95,80,2669,2215,693918,2144,208,343,289,235,171,476,6996,3451,1927,1382,141,77,2434,1498,81640,77477
42005,3496471,55164,2922,18332,441,2729,19556,20944,3298556,9338,952,1384,1085,1138,834,1780,14621,13369,9886,3584,445,1393,13150,4868,382374,368199
42063,4695262,101767,12355,81658,705,1599,24059,41319,4342179,11412,932,1419,1312,1059,1045,2028,17790,15578,14595,3621,554,756,13656,3864,517370,484415
42065,2351260,744,2009,23722,267,197,9395,12610,2252979,6502,508,793,917,812,681,1123,10293,6849,7328,3381,159,505,8165,1321,257969,251501
42021,6178631,288708,6212,36073,7217,15392,32598,52329,5613572,16269,1619,2544,2255,1785,1794,2793,17345,20619,17121,7398,2583,3798,20912,7695,676845,626728
42047,1390653,464,5818,10684,1562,2230,10971,10242,1317079,3637,346,588,435,501,412,662,5652,3781,4164,2100,554,445,5406,2920,152330,147007
42053,183070,51,52,429,15,13,706,2610,170505,618,51,85,52,78,64,169,3752,645,556,392,23,46,965,1193,20054,19050
42031,1866227,20984,3571,15004,156,4075,14301,6158,1752329,5083,517,613,697,521,428,913,11225,5724,6284,3183,193,1087,10215,2966,203080,195588
42023,253971,2957,79,3152,43,25,5,11,240905,686,65,137,99,102,62,98,1643,1443,679,851,38,53,727,111,27609,26900
42083,1924988,7689,4941,10596,1643,6069,24422,11155,1814747,4751,388,639,594,541,530,800,9686,6335,6658,1187,721,1582,6949,2365,210401,202485
42013,6284573,122465,16722,51397,934,10793,49919,56940,5867075,15397,1119,2122,1980,1900,1779,2426,9559,20080,18554,5367,984,2104,19567,5390,689975,654692
42073,5017037,211717,11279,50597,6159,19685,34601,53949,4536836,11567,813,1477,1481,1047,1302,2087,9887,17631,13744,4556,1976,3529,15427,5690,550056,506106
42121,3239373,44334,11821,17587,5052,10854,36344,33093,3012862,8623,799,1171,1194,942,1008,1430,8594,11499,10605,2575,1207,1822,11878,4079,355508,336346
42085,5490436,453722,16219,55888,6500,39333,38740,60805,4717018,11936,915,1632,1706,1300,1221,1976,11985,17248,15094,4614,2552,5997,15690,8345,601610,526238
42039,5040178,107285,2867,36777,683,10798,54010,41637,4692972,12141,1228,1728,1713,1250,1121,2025,11198,14600,13496,6483,803,2023,16501,6839,554003,523624
42123,2389447,11276,7564,8745,251,184,29580,24365,2257147,6279,640,892,938,786,661,1071,7201,7852,7380,2632,258,302,9828,3615,262222,251964
42049,15380444,1355313,34438,166550,13973,177104,245948,421427,12750875,29311,2544,5134,4519,3634,3820,3886,15031,36141,34482,11799,7085,7771,37982,11677,1704799,1422029
42061,1984480,28928,1455,6792,2273,6026,4487,19148,1860321,5814,575,896,828,584,533,1220,13749,7403,6031,3898,767,973,7099,4680,217085,207762
42027,12455667,349026,12856,1003612,18033,116512,139221,281387,10397931,19343,1630,3139,2717,2095,2355,2067,14933,25332,23434,5146,3210,3335,21225,7128,1385869,1158531
42105,939342,13881,1969,4161,164,76,4970,7042,881328,2433,188,359,346,235,197,476,5711,4650,3288,2465,97,94,4202,1010,102506,98350
42035,2072272,24337,2562,10635,288,2224,9762,7454,1972725,5180,293,570,733,734,579,812,5895,6531,6522,2357,156,1172,7916,2835,226174,220129
42117,1827593,22752,6326,8972,287,1671,14436,3995,1720047,4830,347,641,655,560,520,906,10562,7520,7386,3303,258,1055,8178,2386,198718,191987
42015,2348255,11807,15946,22538,2090,1779,11270,6510,2218037,6111,478,935,797,690,678,1128,11940,8374,11362,2887,1047,1037,7955,2859,256060,247559
42081,7359754,462782,27444,56079,1432,15530,47321,36245,6600518,15905,1085,2009,2280,2137,1860,2061,11720,19091,20343,3235,1706,2380,20162,6429,807327,736265
42087,1973114,34583,5580,3929,236,5699,14169,14438,1851726,5428,528,760,701,492,702,906,5178,8870,6257,1402,298,880,7192,3160,215765,206741
42075,9696656,146973,19925,126806,1522,160994,65765,278421,8767190,16771,1507,3293,3191,2778,2012,1963,12346,22423,20283,7622,1023,5563,20145,8140,1073308,977163
42043,23301233,4647637,44262,468013,11050,543342,384648,1028453,15916619,31363,2893,7237,5981,4759,4677,3596,17901,41372,37182,15837,12720,12050,41615,18026,2597502,1774077
42099,1446148,2617,1003,5387,261,3076,11255,8343,1379974,3337,307,556,608,376,298,589,6907,4553,3495,1796,80,1229,6403,3698,157902,153937
42041,14377195,381133,33450,209466,6685,138287,136455,289192,13010621,25127,2148,4594,4230,3864,3016,3215,12485,30236,27658,7099,2353,5761,30358,9762,1595276,1450103
42014,2199209,27369,173,66768,355,13352,31476,40047,1998806,3405,318,634,558,507,513,330,838,3734,3559,848,237,642,3914,826,244859,222689
42133,26660271,1436102,65190,298721,14376,600440,323552,1126568,22466041,43446,3524,9448,7835,7104,6600,4911,26868,56307,51602,17965,7885,13159,55322,17305,2970559,2504044
42097,5053972,58101,10748,44790,1771,26666,13778,48086,4754104,13023,1122,1896,2187,1578,1372,2198,12457,16601,14669,4969,1105,2055,16105,4591,552439,530645
42001,6690285,162715,12825,67874,6147,140536,45735,263872,5884099,12646,1011,2659,2300,1960,1650,1656,9669,19759,14764,5718,1988,5242,17687,7773,743027,656130
42055,6822128,331912,20249,49158,9142,71313,55254,192106,5985266,14106,1469,2806,2450,1721,1564,2082,10535,19283,16058,5701,1966,3064,16813,8110,756244,667653
42067,1056100,1429,247,8622,2517,5000,2851,16936,989932,2976,331,508,499,303,230,676,5041,3611,2722,2804,890,1322,4235,2418,115431,110538
42071,33726826,1469175,75542,419117,5807,1461689,453887,2615079,26832649,49311,4846,12992,8922,8115,8876,5891,32984,65003,61546,24570,8150,20013,59251,23411,3800356,2989969
42011,27663786,1765762,73523,226616,21303,1656491,558355,2824174,20175561,40525,3943,12176,7500,6104,8896,5713,36948,56569,51745,23945,12452,19699,52531,23255,3128717,2248666
42045,53017665,11283189,105831,2170675,21219,396563,796393,1174589,36611785,55606,6276,12383,9080,8197,7096,5970,33313,78978,66490,30791,23969,16012,71281,31979,5908375,4076726
42109,1660200,14051,6658,2334,355,12702,4993,44103,1538370,4129,433,749,525,510,436,707,7035,7042,4578,1214,185,1121,5393,2577,184314,171687
42029,34645259,3281807,65604,1045021,7900,563867,500195,1524503,27315129,40058,5955,11775,7662,6800,5648,4394,31219,60545,46412,20157,9390,17084,48482,25652,3901576,3041528
42017,55539597,3998049,116202,1928297,10467,1302111,927950,2827959,43885358,69657,8491,19765,12925,11124,11065,8055,42782,92240,81518,36855,13360,20844,83480,31043,6244551,4887564
42113,4383625,437829,22447,46948,922,13661,34144,26000,3741844,9058,729,1138,1216,1175,1084,1058,5601,10633,11075,1594,1514,1206,10420,2329,481716,417378
42037,4805158,57072,9165,32534,717,3301,19583,44911,4559237,11191,881,1644,1778,1357,1107,1710,8682,13818,12692,3087,436,747,14846,4662,528867,508600
42093,3872624,64787,10969,47702,649,5316,9465,42774,3633426,8510,694,1241,1444,1066,952,1124,3849,11168,10369,3123,390,889,9704,3013,426733,405265
42119,2291549,21209,8258,6736,408,26175,16257,81268,2088118,4929,444,907,646,650,555,748,6402,7412,6105,1255,358,2428,7302,2979,255776,232879
42079,19051574,436309,36990,94867,3273,150933,130684,266651,17632049,44209,3765,6332,6366,5148,5018,7172,24510,56603,49156,13810,2843,8175,52026,14685,2094812,1967094
42107,7019780,55018,26506,36590,1001,108425,62010,186150,6391693,18817,1770,3251,2522,2096,2178,3556,24109,23350,22043,8173,1227,4131,26020,9144,771026,713638
42077,33414402,1580678,108090,911060,18797,2325144,635558,4240376,23233583,45605,4600,15622,7524,7486,11177,6253,22896,54815,60790,27515,13669,15900,49832,17432,3831965,2589126
42025,5029740,52272,7580,13612,856,87491,53591,146531,4579714,11694,1010,2010,1536,1321,1508,2058,10852,15436,12771,3337,746,2045,16002,5767,554274,510965
42095,25221734,1261562,35145,495724,12808,1405608,479245,2607066,18640229,39163,3482,11381,6476,5862,8191,5981,16097,45230,46712,16352,9540,11505,44031,14344,2877608,2077845
42089,8166004,438432,14749,63980,1813,122661,153167,464813,6768310,13182,1310,3005,1985,1538,1552,1918,21764,26354,14592,8178,1905,6158,19592,15046,924510,754165
42091,95596764,14451013,187424,4863597,22236,1072865,1537697,2722747,69912281,100878,13550,27662,19574,15652,13482,10560,62674,141932,119573,58652,31410,37793,122123,51389,10682224,7784267
42103,4921131,343750,8398,37047,615,102668,102619,313651,3929881,7300,817,1765,986,847,968,1109,12188,15694,8597,4854,896,6173,12194,8114,557444,437794
42127,3208042,149194,3152,21559,518,32270,44561,140249,2741307,6359,511,1130,827,726,714,1104,14454,12720,8030,4739,473,3724,11447,8274,359308,305644
42069,13060223,277156,32091,156545,2139,101631,99669,226208,11951168,29707,2594,4583,4099,3493,3483,4835,15617,38177,35326,10775,1882,9505,35266,14274,1438688,1333338
42115,2314628,5531,6588,9549,2158,8729,16267,23218,2177890,5938,492,865,819,605,686,1070,14630,7204,8118,3571,1140,2665,10670,6225,252736,243052
42131,1711486,7098,8864,4265,2093,2860,14609,8443,1621688,4004,346,543,610,438,352,736,6679,6166,6545,1781,985,1877,7188,3316,186509,180885
42101,146919558,54255771,416586,7425497,63164,5145146,3482837,9775424,65346550,113494,13265,37446,18553,16576,22876,13115,35847,143698,156609,62602,136457,49806,137366,50873,16573491,7278351
42191,2140820,492593,4853,62355,209,23154,52623,61030,1428888,1663,214,449,414,478,230,145,941,2388,2457,1025,671,869,2252,919,240018,159026
10003,41234378,11087746,131914,1546907,38065,1144856,823721,2610777,23527294,37624,4738,11522,7089,5630,7149,4631,19493,50475,46560,21740,27302,15744,44618,18783,4673887,2620232
10005,8069805,1484384,30342,77579,5128,367878,142189,687770,5145176,11187,1362,3022,2001,1578,1747,2249,14878,19089,15875,8436,6409,10422,18924,12180,908688,573555
10001,5748095,1492691,28385,136515,4749,104521,115046,206567,3570482,8228,724,1626,1219,1012,1025,1830,9956,14736,10442,7911,4835,5204,12924,7467,637460,398086
11001,103993623,43431945,353478,3965707,59141,3246405,3099243,7499997,41769293,54629,9811,23888,13597,12230,14372,6990,23694,68062,73265,37280,100708,28278,68132,33478,11854153,4649545
24017,7187249,2358556,79704,79848,3373,72019,151061,175565,4178835,6133,1136,1713,1368,1125,995,808,17270,18695,9978,4732,4094,3579,10813,5849,800482,465315
